words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos
"To keep their relationship secret, they usually meet at night in the city.",373,MC,To,keep,their,relationship,"secret,",they,usually,meet,at,night,in,the,city.,,,,184,night,10
The student was going to get her degree at night in the city.,374,LC,The,student,was,going,to,get,her,degree,at,night,in,the,city.,,,,184,night,10
Jack forgot about the cookies baking in the oven at home.,375,HC,Jack,forgot,about,the,cookies,baking,in,the,oven,at,home.,,,,,,86,oven,9
Jack remembered that he left something in the oven at home.,376,MC,Jack,remembered,that,he,left,something,in,the,oven,at,home.,,,,,,86,oven,9
Jack remembered that he needed to clean the oven at home.,377,LC,Jack,remembered,that,he,needed,to,clean,the,oven,at,home.,,,,,,86,oven,9
The heroin addict died of an overdose in the motel room.,378,HC,The,heroin,addict,died,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7
They used naloxone to treat an overdose in the motel room.,379,MC,They,used,naloxone,to,treat,an,overdose,in,the,motel,room.,,,,,,159,overdose,7
The celebrity showed signs of an overdose in the motel room.,380,LC,The,celebrity,showed,signs,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7
The artist dipped her brush into a fresh can of paint for the mural.,381,HC,The,artist,dipped,her,brush,into,a,fresh,can,of,paint,for,the,mural.,,,110,paint,11
At Home Depot they didn't sell the right kind of paint for the mural.,382,MC,At,Home,Depot,they,didn't,sell,the,right,kind,of,paint,for,the,mural.,,,110,paint,11
Erica had always wanted to try a new type of paint for the mural.,383,LC,Erica,had,always,wanted,to,try,a,new,type,of,paint,for,the,mural.,,,110,paint,11
The student opened his notebook and pulled out a piece of paper for taking notes.,384,HC,The,student,opened,his,notebook,and,pulled,out,a,piece,of,paper,for,taking,notes.,,72,paper,12
"In all his chemistry classes, the student used a lot of paper for taking notes.",385,MC,In,all,his,chemistry,"classes,",the,student,used,a,lot,of,paper,for,taking,notes.,,72,paper,12
The two researchers working in the clinical program needed lots of paper for taking notes.,386,LC,The,two,researchers,working,in,the,clinical,program,needed,lots,of,paper,for,taking,notes.,,72,paper,12
"For my mother's birthday, we threw a huge party that made the neighbors angry.",387,HC,For,my,mother's,"birthday,",we,threw,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9
"On the last day, there was a huge party that made the neighbors angry.",388,MC,On,the,last,"day,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9
"Right beside the lake, there was a huge party that made the neighbors angry.",389,LC,Right,beside,the,"lake,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9
The website login asks for my username and password at some point.,390,HC,The,website,login,asks,for,my,username,and,password,at,some,point.,,,,,119,password,9
Tim had forgotten his mother's email address and password at some point.,391,MC,Tim,had,forgotten,his,mother's,email,address,and,password,at,some,point.,,,,,119,password,9
Tim's classmate tried to steal his phone and password at some point.,392,LC,Tim's,classmate,tried,to,steal,his,phone,and,password,at,some,point.,,,,,119,password,9
"In the story, the wolf chased the three little pigs behind the house.",393,HC,In,the,"story,",the,wolf,chased,the,three,little,pigs,behind,the,house.,,,,23,pigs,10
The farmer was raising cows and lots of little pigs behind the house.,394,MC,The,farmer,was,raising,cows,and,lots,of,little,pigs,behind,the,house.,,,,23,pigs,10
"Bill checked outside, but he didn't see the little pigs behind the house.",395,LC,Bill,checked,"outside,",but,he,didn't,see,the,little,pigs,behind,the,house.,,,,23,pigs,10
The tooth fairy was supposed to leave money under her pillow in the bedroom.,396,HC,The,tooth,fairy,was,supposed,to,leave,money,under,her,pillow,in,the,bedroom.,,,52,pillow,11
My cousin usually kept her phone plugged in under her pillow in the bedroom.,397,MC,My,cousin,usually,kept,her,phone,plugged,in,under,her,pillow,in,the,bedroom.,,,52,pillow,11
"When her wallet was missing, she found it under her pillow in the bedroom.",398,LC,When,her,wallet,was,"missing,",she,found,it,under,her,pillow,in,the,bedroom.,,,52,pillow,11
"On the plane, Timmy went up to the cockpit to meet the pilot and copilot.",399,HC,On,the,"plane,",Timmy,went,up,to,the,cockpit,to,meet,the,pilot,and,copilot.,,26,pilot,13
"When they arrived at their destination, the passengers got to meet the pilot and copilot.",400,MC,When,they,arrived,at,their,"destination,",the,passengers,got,to,meet,the,pilot,and,copilot.,,26,pilot,13
"When we were told we had to evacuate, we listened to the pilot and copilot.",401,LC,When,we,were,told,we,had,to,"evacuate,",we,listened,to,the,pilot,and,copilot.,,26,pilot,13
"The airport was crowded, and the passengers couldn't board the plane on the runway.",402,HC,The,airport,was,"crowded,",and,the,passengers,couldn't,board,the,plane,on,the,runway.,,,62,plane,11
"After a three hour wait, the passengers could see the plane on the runway.",403,MC,After,a,three,hour,"wait,",the,passengers,could,see,the,plane,on,the,runway.,,,62,plane,11
"After a three hour wait, the men could see the plane on the runway.",404,LC,After,a,three,hour,"wait,",the,men,could,see,the,plane,on,the,runway.,,,62,plane,11
The king died because the assassin filled his cup with poison last night.,405,HC,The,king,died,because,the,assassin,filled,his,cup,with,poison,last,night.,,,,214,poison,11
They were finally able to solve the mouse problem with poison last night.,406,MC,They,were,finally,able,to,solve,the,mouse,problem,with,poison,last,night.,,,,214,poison,11
The small dagger that the soldier carried was covered with poison last night.,407,LC,The,small,dagger,that,the,soldier,carried,was,covered,with,poison,last,night.,,,,214,poison,11
The gym won't let me swim in their heated pool after nightfall.,408,HC,The,gym,won't,let,me,swim,in,their,heated,pool,after,nightfall.,,,,,93,pool,10
They needed to add more water to the heated pool after nightfall.,409,MC,They,needed,to,add,more,water,to,the,heated,pool,after,nightfall.,,,,,93,pool,10
The men said that I shouldn't approach the heated pool after nightfall.,410,LC,The,men,said,that,I,shouldn't,approach,the,heated,pool,after,nightfall.,,,,,93,pool,10
She added chives and sour cream to the baked potato that looked delicious.,411,HC,She,added,chives,and,sour,cream,to,the,baked,potato,that,looked,delicious.,,,,121,potato,10
He opened up the oven to remove the baked potato that looked delicious.,412,MC,He,opened,up,the,oven,to,remove,the,baked,potato,that,looked,delicious.,,,,121,potato,10
The waiter recommended the seafood linguini or the baked potato that looked delicious.,413,LC,The,waiter,recommended,the,seafood,linguini,or,the,baked,potato,that,looked,delicious.,,,,121,potato,10
The parents of the awarded athlete felt very proud of his hard work.,414,HC,The,parents,of,the,awarded,athlete,felt,very,proud,of,his,hard,work.,,,,15,proud,9
The owner of the Italian restaurant felt very proud of his hard work.,415,MC,The,owner,of,the,Italian,restaurant,felt,very,proud,of,his,hard,work.,,,,15,proud,9
"After his final chemo treatment, he felt very proud of his hard work.",416,LC,After,his,final,chemo,"treatment,",he,felt,very,proud,of,his,hard,work.,,,,15,proud,9
The water from her umbrella collected in a big puddle on the floor.,417,HC,The,water,from,her,umbrella,collected,in,a,big,puddle,on,the,floor.,,,,145,puddle,10
The steam from her shower collected in a big puddle on the floor.,418,MC,The,steam,from,her,shower,collected,in,a,big,puddle,on,the,floor.,,,,145,puddle,10
The drinks that they didn't finish made a big puddle on the floor.,419,LC,The,drinks,that,they,didn't,finish,made,a,big,puddle,on,the,floor.,,,,145,puddle,10
"When the paramedic arrived, he checked the victim's wrist for a pulse and called 911.",420,HC,When,the,paramedic,"arrived,",he,checked,the,victim's,wrist,for,a,pulse,and,called,911,,45,pulse,12
"When the expert arrived, he immediately checked the woman for a pulse and called 911.",421,MC,When,the,expert,"arrived,",he,immediately,checked,the,woman,for,a,pulse,and,called,911,,45,pulse,12
"When the detective arrived at the scene, he looked for a pulse and called 911.",422,LC,When,the,detective,arrived,at,the,"scene,",he,looked,for,a,pulse,and,called,911,,45,pulse,12
"For Halloween, they were carving a large pumpkin at the Farmer's market.",423,HC,For,"Halloween,",they,were,carving,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8
"For the pie, they bought a large pumpkin at the Farmer's market.",424,MC,For,the,"pie,",they,bought,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8
"Before the party, they bought a large pumpkin at the Farmer's market.",425,LC,Before,the,"party,",they,bought,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8
He liked to study in the library because it was very quiet and peaceful.,426,HC,He,liked,to,study,in,the,library,because,it,was,very,quiet,and,peaceful.,,,218,quiet,12
The group of people sitting in the concert hall was very quiet and peaceful.,427,MC,The,group,of,people,sitting,in,the,concert,hall,was,very,quiet,and,peaceful.,,,218,quiet,12
The neighborhood at the top of the tall hill was very quiet and peaceful.,428,LC,The,neighborhood,at,the,top,of,the,tall,hill,was,very,quiet,and,peaceful.,,,218,quiet,12
The tennis player firmly gripped the handle of his racket and swung.,429,HC,The,tennis,player,firmly,gripped,the,handle,of,his,racket,and,swung.,,,,,38,racket,10
"While waiting for his partner, the player grabbed his racket and swung.",430,MC,While,waiting,for,his,"partner,",the,player,grabbed,his,racket,and,swung.,,,,,38,racket,10
The crowd watched as the man picked up his racket and swung.,431,LC,The,crowd,watched,as,the,man,picked,up,his,racket,and,swung.,,,,,38,racket,10
"Driving in the countryside, I could only hear static on the radio that evening.",432,HC,Driving,in,the,"countryside,",I,could,only,hear,static,on,the,radio,that,evening.,,,182,radio,12
The woman learned some news about the approaching hurricane on the radio that evening.,433,MC,The,woman,learned,some,news,about,the,approaching,hurricane,on,the,radio,that,evening.,,,182,radio,12
"Luckily, the old woman found lots of interesting programs on the radio that evening.",434,LC,"Luckily,",the,old,woman,found,lots,of,interesting,programs,on,the,radio,that,evening.,,,182,radio,12
She brought an umbrella to protect her from the rain and sleet.,435,HC,She,brought,an,umbrella,to,protect,her,from,the,rain,and,sleet.,,,,,13,rain,10
She brought a jacket to protect her from the rain and sleet.,436,MC,She,brought,a,jacket,to,protect,her,from,the,rain,and,sleet.,,,,,13,rain,10
She arrived late because she got stuck in the rain and sleet.,437,LC,She,arrived,late,because,she,got,stuck,in,the,rain,and,sleet.,,,,,13,rain,10
He gathered the leaves into a pile using a rake earlier this afternoon.,438,HC,He,gathered,the,leaves,into,a,pile,using,a,rake,earlier,this,afternoon.,,,,73,rake,10
The homeowner was cleaning up the driveway using a rake earlier this afternoon.,439,MC,The,homeowner,was,cleaning,up,the,driveway,using,a,rake,earlier,this,afternoon.,,,,73,rake,10
He tried to scare off the animal using a rake earlier this afternoon.,440,LC,He,tried,to,scare,off,the,animal,using,a,rake,earlier,this,afternoon.,,,,73,rake,10
"During her painful headache, she took a Tylenol to get some relief like we suggested.",441,HC,During,her,painful,"headache,",she,took,a,Tylenol,to,get,some,relief,like,we,suggested.,,94,relief,12
The old woman with the painful sunburn tried to get some relief like we suggested.,442,MC,The,old,woman,with,the,painful,sunburn,tried,to,get,some,relief,like,we,suggested.,,94,relief,12
She decided they should take an extended vacation to get some relief like we suggested.,443,LC,She,decided,they,should,take,an,extended,vacation,to,get,some,relief,like,we,suggested.,,94,relief,12
"To make sushi, she carefully boiled the grains of rice on the counter.",444,HC,To,make,"sushi,",she,carefully,boiled,the,grains,of,rice,on,the,counter.,,,,61,rice,10
She used the pressure cooker to steam lots of rice on the counter.,445,MC,She,used,the,pressure,cooker,to,steam,lots,of,rice,on,the,counter.,,,,61,rice,10
"In the kitchen, she accidentally spilled a bunch of rice on the counter.",446,LC,In,the,"kitchen,",she,accidentally,spilled,a,bunch,of,rice,on,the,counter.,,,,61,rice,10
Before proposing to his girlfriend he would need a ring with a big diamond.,447,HC,Before,proposing,to,his,girlfriend,he,would,need,a,ring,with,a,big,diamond.,,,91,ring,10
For my fiancée’s upcoming birthday I bought her a ring with a big diamond.,448,MC,For,my,fiancée’s,upcoming,birthday,I,bought,her,a,ring,with,a,big,diamond.,,,91,ring,10
After receiving her paycheck she wanted to buy a ring with a big diamond.,449,LC,After,receiving,her,paycheck,she,wanted,to,buy,a,ring,with,a,big,diamond.,,,91,ring,10
The climbers and guide were attached to each other by a rope made of nylon.,450,HC,The,climbers,and,guide,were,attached,to,each,other,by,a,rope,made,of,nylon.,,90,rope,12
The skilled cave explorer remembered to bring his flashlight and a rope made of nylon.,451,MC,The,skilled,cave,explorer,remembered,to,bring,his,flashlight,and,a,rope,made,of,nylon.,,90,rope,12
"When Jeff went to the sports equipment store, he bought a rope made of nylon.",452,LC,When,Jeff,went,to,the,sports,equipment,"store,",he,bought,a,rope,made,of,nylon.,,90,rope,12
The wind couldn't push the boat because it had a tear in the sail after all.,453,HC,The,wind,couldn't,push,the,boat,because,it,had,a,tear,in,the,sail,after,all.,46,sail,14
No one has told the sailors that there is something wrong with the sail after all.,454,MC,No,one,has,told,the,sailors,that,there,is,something,wrong,with,the,sail,after,all.,46,sail,14
The team had to work for hours to fix the tear in the sail after all.,455,LC,The,team,had,to,work,for,hours,to,fix,the,tear,in,the,sail,after,all.,46,sail,14
He bought the lettuce and croutons to make a salad for everyone.,456,HC,He,bought,the,lettuce,and,croutons,to,make,a,salad,for,everyone.,,,,,28,salad,10
"For her lunch tomorrow, she decided to make a salad for everyone.",457,MC,For,her,lunch,"tomorrow,",she,decided,to,make,a,salad,for,everyone.,,,,,28,salad,10
"On the last day, he decided to make a salad for everyone.",458,LC,On,the,last,"day,",he,decided,to,make,a,salad,for,everyone.,,,,,28,salad,10
The store reduced their prices during the annual sale which always attracted customers.,459,HC,The,store,reduced,their,prices,during,the,annual,sale,which,always,attracted,customers.,,,,161,sale,9
He spent lots of money at the annual sale which always attracted customers.,460,MC,He,spent,lots,of,money,at,the,annual,sale,which,always,attracted,customers.,,,,161,sale,9
John and his wife prepared for the annual sale which always attracted customers.,461,LC,John,and,his,wife,prepared,for,the,annual,sale,which,always,attracted,customers.,,,,161,sale,9
"To educate the children, they built a new school by the river.",462,HC,To,educate,the,"children,",they,built,a,new,school,by,the,river.,,,,,58,school,9
My brother moved and transferred to a new school by the river.,463,MC,My,brother,moved,and,transferred,to,a,new,school,by,the,river.,,,,,58,school,9
After the horrible flood they built a new school by the river.,464,LC,After,the,horrible,flood,they,built,a,new,school,by,the,river.,,,,,58,school,9
"To read the prophecy, he unrolled the ancient scroll from Germany.",465,HC,To,read,the,"prophecy,",he,unrolled,the,ancient,scroll,from,Germany.,,,,,,74,scroll,9
"While visiting court, the priest read the ancient scroll from Germany.",466,MC,While,visiting,"court,",the,priest,read,the,ancient,scroll,from,Germany.,,,,,,74,scroll,9
The pair of thieves recently stole the ancient scroll from Germany.,467,LC,The,pair,of,thieves,recently,stole,the,ancient,scroll,from,Germany.,,,,,,74,scroll,9
Susan forgot to put a period at the end of the sentence in the essay.,468,HC,Susan,forgot,to,put,a,period,at,the,end,of,the,sentence,in,the,essay.,,69,sentence,12
Susan had a lot of trouble understanding the end of the sentence in the essay.,469,MC,Susan,had,a,lot,of,trouble,understanding,the,end,of,the,sentence,in,the,essay.,,69,sentence,12
The substitute teacher was pretty impressed by the length of the sentence in the essay.,470,LC,The,substitute,teacher,was,pretty,impressed,by,the,length,of,the,sentence,in,the,essay.,,69,sentence,12
"When the earthquake began, the whole building started shaking all of a sudden.",471,HC,When,the,earthquake,"began,",the,whole,building,started,shaking,all,of,a,sudden.,,,,165,shaking,9
They fled in fear when the house started shaking all of a sudden.,472,MC,They,fled,in,fear,when,the,house,started,shaking,all,of,a,sudden.,,,,165,shaking,9
"When the actor approached the audience, he started shaking all of a sudden.",473,LC,When,the,actor,approached,the,"audience,",he,started,shaking,all,of,a,sudden.,,,,165,shaking,9
The swimmer was attacked by a great white shark in the ocean.,474,HC,The,swimmer,was,attacked,by,a,great,white,shark,in,the,ocean.,,,,,42,shark,9
The marine biologist was studying a rare white shark in the ocean.,475,MC,The,marine,biologist,was,studying,a,rare,white,shark,in,the,ocean.,,,,,42,shark,9
"Earlier, the dock worker saw a beautiful white shark in the ocean.",476,LC,"Earlier,",the,dock,worker,saw,a,beautiful,white,shark,in,the,ocean.,,,,,42,shark,9
It could cut easily because the blade was very sharp at the end.,477,HC,It,could,cut,easily,because,the,blade,was,very,sharp,at,the,end.,,,,48,sharp,10
"She always worked quickly, and her tool was very sharp at the end.",478,MC,She,always,worked,"quickly,",and,her,tool,was,very,sharp,at,the,end.,,,,48,sharp,10
His mom sternly warned him because it was very sharp at the end.,479,LC,His,mom,sternly,warned,him,because,it,was,very,sharp,at,the,end.,,,,48,sharp,10
Sarah pulled the book off the shelf in the study.,480,HC,Sarah,pulled,the,book,off,the,shelf,in,the,study.,,,,,,,113,shelf,7
Sarah arranged the items on the shelf in the study.,481,MC,Sarah,arranged,the,items,on,the,shelf,in,the,study.,,,,,,,113,shelf,7
Sarah noticed the mouse on the shelf in the study.,482,LC,Sarah,noticed,the,mouse,on,the,shelf,in,the,study.,,,,,,,113,shelf,7
The warrior blocked the spear thrust with his large wooden shield covered in spikes.,483,HC,The,warrior,blocked,the,spear,thrust,with,his,large,wooden,shield,covered,in,spikes.,,,201,shield,11
"In the warrior's tomb, the team discovered a large wooden shield covered in spikes.",484,MC,In,the,warrior's,"tomb,",the,team,discovered,a,large,wooden,shield,covered,in,spikes.,,,201,shield,11
The accomplished artist carved the design on the large wooden shield covered in spikes.,485,LC,The,accomplished,artist,carved,the,design,on,the,large,wooden,shield,covered,in,spikes.,,,201,shield,11
He couldn't reach the high shelf because he was very short for his age.,486,HC,He,couldn't,reach,the,high,shelf,because,he,was,very,short,for,his,age.,,,63,short,11
The big kids always teased Jason because he was very short for his age.,487,MC,The,big,kids,always,teased,Jason,because,he,was,very,short,for,his,age.,,,63,short,11
The parents were worried about Jason because he was very short for his age.,488,LC,The,parents,were,worried,about,Jason,because,he,was,very,short,for,his,age.,,,63,short,11
"When exiting the highway, they had trouble reading the small sign in the distance.",489,HC,When,exiting,the,"highway,",they,had,trouble,reading,the,small,sign,in,the,distance.,,,189,sign,11
"On their country drive, they had trouble seeing the small sign in the distance.",490,MC,On,their,country,"drive,",they,had,trouble,seeing,the,small,sign,in,the,distance.,,,189,sign,11
"At the Italian restaurant, they had trouble reading the small sign in the distance.",491,LC,At,the,Italian,"restaurant,",they,had,trouble,reading,the,small,sign,in,the,distance.,,,189,sign,11
Long before he saw the ambulance's lights he heard the siren off in the distance.,492,HC,Long,before,he,saw,the,ambulance's,lights,he,heard,the,siren,off,in,the,distance.,,200,siren,11
When Dennis got closer to the intersection he heard the siren off in the distance.,493,MC,When,Dennis,got,closer,to,the,intersection,he,heard,the,siren,off,in,the,distance.,,200,siren,11
The students were ducking for cover when they heard the siren off in the distance.,494,LC,The,students,were,ducking,for,cover,when,they,heard,the,siren,off,in,the,distance.,,200,siren,11
She was the youngest out of all her brothers and sisters at home.,495,HC,She,was,the,youngest,out,of,all,her,brothers,and,sisters,at,home.,,,,117,sisters,11
She learned how to use makeup from her friends and sisters at home.,496,MC,She,learned,how,to,use,makeup,from,her,friends,and,sisters,at,home.,,,,117,sisters,11
She was always rude and obnoxious around her teachers and sisters at home.,497,LC,She,was,always,rude,and,obnoxious,around,her,teachers,and,sisters,at,home.,,,,117,sisters,11
Not using sunscreen at the beach can damage your skin quite badly.,498,HC,Not,using,sunscreen,at,the,beach,can,damage,your,skin,quite,badly.,,,,,198,skin,10
The chemicals floating in the water can damage your skin quite badly.,499,MC,The,chemicals,floating,in,the,water,can,damage,your,skin,quite,badly.,,,,,198,skin,10
The factory produces noxious chemicals that can damage your skin quite badly.,500,LC,The,factory,produces,noxious,chemicals,that,can,damage,your,skin,quite,badly.,,,,,198,skin,10
Eric comforted his tearful son and sang him to sleep after all the commotion.,501,HC,Eric,comforted,his,tearful,son,and,sang,him,to,sleep,after,all,the,commotion.,,,188,sleep,10
My nephew told us that he didn't want to sleep after all the commotion.,502,MC,My,nephew,told,us,that,he,didn't,want,to,sleep,after,all,the,commotion.,,,188,sleep,10
All of us knew that Eric wouldn't want to sleep after all the commotion.,503,LC,All,of,us,knew,that,Eric,wouldn't,want,to,sleep,after,all,the,commotion.,,,188,sleep,10
They didn't rent the apartment because the kitchen was too small and unimpressive.,504,HC,They,didn't,rent,the,apartment,because,the,kitchen,was,too,small,and,unimpressive.,,,,9,small,11
They didn't buy the convertible because the engine was too small and unimpressive.,505,MC,They,didn't,buy,the,convertible,because,the,engine,was,too,small,and,unimpressive.,,,,9,small,11
She decided not to apply because the college was too small and unimpressive.,506,LC,She,decided,not,to,apply,because,the,college,was,too,small,and,unimpressive.,,,,9,small,11
A boa constrictor is a very dangerous type of snake in the jungle.,507,HC,A,boa,constrictor,is,a,very,dangerous,type,of,snake,in,the,jungle.,,,,163,snake,10
He had never been bitten by that type of snake in the jungle.,508,MC,He,had,never,been,bitten,by,that,type,of,snake,in,the,jungle.,,,,163,snake,10
My little sister had never seen that type of snake in the jungle.,509,LC,My,little,sister,had,never,seen,that,type,of,snake,in,the,jungle.,,,,163,snake,10
Germs are spread when people cough or sneeze around other people.,510,HC,Germs,are,spread,when,people,cough,or,sneeze,around,other,people.,,,,,,130,sneeze,8
This powder might make you itch or sneeze around other people.,511,MC,This,powder,might,make,you,itch,or,sneeze,around,other,people.,,,,,,130,sneeze,8
People always notice when I laugh or sneeze around other people.,512,LC,People,always,notice,when,I,laugh,or,sneeze,around,other,people.,,,,,,130,sneeze,8
"In the shower, he accidentally dropped the bar of soap yesterday afternoon.",513,HC,In,the,"shower,",he,accidentally,dropped,the,bar,of,soap,yesterday,afternoon.,,,,,138,soap,10
The janitor decided to purchase a new brand of soap yesterday afternoon.,514,MC,The,janitor,decided,to,purchase,a,new,brand,of,soap,yesterday,afternoon.,,,,,138,soap,10
He forgot to stock up on that type of soap yesterday afternoon.,515,LC,He,forgot,to,stock,up,on,that,type,of,soap,yesterday,afternoon.,,,,,138,soap,10
The kids had lots of cavities because they drank soda all the time.,516,HC,The,kids,had,lots,of,cavities,because,they,drank,soda,all,the,time.,,,,192,soda,10
"They were out of lemonade, so instead they drank soda all the time.",517,MC,They,were,out,of,"lemonade,",so,instead,they,drank,soda,all,the,time.,,,,192,soda,10
"The hotel didn't have coffee, so instead they drank soda all the time.",518,LC,The,hotel,didn't,have,"coffee,",so,instead,they,drank,soda,all,the,time.,,,,192,soda,10
She puckered her lips because the lemon was too sour and tangy.,519,HC,She,puckered,her,lips,because,the,lemon,was,too,sour,and,tangy.,,,,,216,sour,10
She spat out the fruit because it was too sour and tangy.,520,MC,She,spat,out,the,fruit,because,it,was,too,sour,and,tangy.,,,,,216,sour,10
She threw away her meal because it was too sour and tangy.,521,LC,She,threw,away,her,meal,because,it,was,too,sour,and,tangy.,,,,,216,sour,10
Lines of longitude go from the north to the south I think.,522,HC,Lines,of,longitude,go,from,the,north,to,the,south,I,think.,,,,,50,south,10
The arrow on the compass was pointing to the south I think.,523,MC,The,arrow,on,the,compass,was,pointing,to,the,south,I,think.,,,,,50,south,10
"On their long vacation, the family traveled to the south I think.",524,LC,On,their,long,"vacation,",the,family,traveled,to,the,south,I,think.,,,,,50,south,10
The politician stood at the podium and gave a long speech about slavery.,525,HC,The,politician,stood,at,the,podium,and,gave,a,long,speech,about,slavery.,,,,17,speech,11
Hamilton didn't have the patience to sit through the long speech about slavery.,526,MC,Hamilton,didn't,have,the,patience,to,sit,through,the,long,speech,about,slavery.,,,,17,speech,11
Hamilton and his coworkers were chatting together after the long speech about slavery.,527,LC,Hamilton,and,his,coworkers,were,chatting,together,after,the,long,speech,about,slavery.,,,,17,speech,11
Merlin needed his magic wand to cast the spell for some reason.,528,HC,Merlin,needed,his,magic,wand,to,cast,the,spell,for,some,reason.,,,,,186,spell,9
The students at Hogwarts had trouble understanding the spell for some reason.,529,MC,The,students,at,Hogwarts,had,trouble,understanding,the,spell,for,some,reason.,,,,,186,spell,9
The princess could not be awakened by the spell for some reason.,530,LC,The,princess,could,not,be,awakened,by,the,spell,for,some,reason.,,,,,186,spell,9
The web had been spun by the large spider on our porch.,531,HC,The,web,had,been,spun,by,the,large,spider,on,our,porch.,,,,,64,spider,9
My older brother refused to touch the large spider on our porch.,532,MC,My,older,brother,refused,to,touch,the,large,spider,on,our,porch.,,,,,64,spider,9
My husband was trying to catch the large spider on our porch.,533,LC,My,husband,was,trying,to,catch,the,large,spider,on,our,porch.,,,,,64,spider,9
"After the meal, she ate her sundae with a small metal spoon with a long handle.",534,HC,After,the,"meal,",she,ate,her,sundae,with,a,small,metal,spoon,with,a,long,handle.,139,spoon,12
Mike was searching around in the kitchen for a small metal spoon with a long handle.,535,MC,Mike,was,searching,around,in,the,kitchen,for,a,small,metal,spoon,with,a,long,handle.,139,spoon,12
At the flea market in Sacramento he bought a small metal spoon with a long handle.,536,LC,At,the,flea,market,in,Sacramento,he,bought,a,small,metal,spoon,with,a,long,handle.,139,spoon,12
The creature was either an octopus or a giant squid with long tentacles.,537,HC,The,creature,was,either,an,octopus,or,a,giant,squid,with,long,tentacles.,,,,134,squid,10
The group of scientists was attacked by a giant squid with long tentacles.,538,MC,The,group,of,scientists,was,attacked,by,a,giant,squid,with,long,tentacles.,,,,134,squid,10
The museum display had some pictures of a giant squid with long tentacles.,539,LC,The,museum,display,had,some,pictures,of,a,giant,squid,with,long,tentacles.,,,,134,squid,10
"The audience shouted ""boo!"" until the actor walked off the stage all by himself.",540,HC,The,audience,shouted,"""boo!""",until,the,actor,walked,off,the,stage,all,by,himself.,,,109,stage,11
The technician had to adjust all the lights above the stage all by himself.,541,MC,The,technician,had,to,adjust,all,the,lights,above,the,stage,all,by,himself.,,,109,stage,11
"When we walked inside, we all saw Johnathan on the stage all by himself.",542,LC,When,we,walked,"inside,",we,all,saw,Johnathan,on,the,stage,all,by,himself.,,,109,stage,11
Even the professional dry cleaner wasn't able to remove the stain on his jacket.,543,HC,Even,the,professional,dry,cleaner,wasn't,able,to,remove,the,stain,on,his,jacket.,,,116,stain,11
My roommate needed some advice on how to remove the stain on his jacket.,544,MC,My,roommate,needed,some,advice,on,how,to,remove,the,stain,on,his,jacket.,,,116,stain,11
"During the wedding reception, all of the guests noticed the stain on his jacket.",545,LC,During,the,wedding,"reception,",all,of,the,guests,noticed,the,stain,on,his,jacket.,,,116,stain,11
The hopeful girl wished upon a star up in the sky.,546,HC,The,hopeful,girl,wished,upon,a,star,up,in,the,sky.,,,,,,220,star,7
The sticker was shaped like a star up in the sky.,547,MC,The,sticker,was,shaped,like,a,star,up,in,the,sky.,,,,,,220,star,7
"On the canvas, Andrew drew a star up in the sky.",548,LC,On,the,"canvas,",Andrew,drew,a,star,up,in,the,sky.,,,,,,220,star,7
"At the bar, the man sat on a stool in the corner.",549,HC,At,the,"bar,",the,man,sat,on,a,stool,in,the,corner.,,,,,164,stool,9
"During timeout, Suzie had to sit on a stool in the corner.",550,MC,During,"timeout,",Suzie,had,to,sit,on,a,stool,in,the,corner.,,,,,164,stool,9
"To paint the ceiling, the decorator needed a stool in the corner.",551,LC,To,paint,the,"ceiling,",the,decorator,needed,a,stool,in,the,corner.,,,,,164,stool,9
The hot pan was bubbling on the stove in the kitchen.,552,HC,The,hot,pan,was,bubbling,on,the,stove,in,the,kitchen.,,,,,,27,stove,8
The children weren't supposed to touch the stove in the kitchen.,553,MC,The,children,weren't,supposed,to,touch,the,stove,in,the,kitchen.,,,,,,27,stove,8
Jan wasn't able to turn on the stove in the kitchen.,554,LC,Jan,wasn't,able,to,turn,on,the,stove,in,the,kitchen.,,,,,,27,stove,8
It's easy to spot a zebra because of its stripes and markings.,555,HC,It's,easy,to,spot,a,zebra,because,of,its,stripes,and,markings.,,,,,187,stripes,10
It's easy to recognize a bumblebee because of its stripes and markings.,556,MC,It's,easy,to,recognize,a,bumblebee,because,of,its,stripes,and,markings.,,,,,187,stripes,10
It's easy to recognize a piranha because of its stripes and markings.,557,LC,It's,easy,to,recognize,a,piranha,because,of,its,stripes,and,markings.,,,,,187,stripes,10
"After cutting down the tree, all that was left was a stump beside the fence.",558,HC,After,cutting,down,the,"tree,",all,that,was,left,was,a,stump,beside,the,fence.,,7,stump,12
