words,itemnum,used_in_expt2,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,gpt2,gpt2prob,gpt2region,gpt2regionprob,glovedistmin,glovedistmean,unigram,unigramregion,wlen,wlenregion
"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.",327,True,HC,Before,meeting,"Brad,",she,put,on,black,eyeliner,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,0.34670904,0.707011,7.2523193,0.00070852914,0.2793803574906741,0.7921292916989424,5.916998,11.8428757,8,18
"At the premier, she wore a black dress and some red lipstick that looked nice.",328,True,MC,At,the,"premier,",she,wore,a,black,dress,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,2.2627633,0.104062535,8.905912,0.00013558492,0.6681995729284932,0.7893872673369273,5.916998,11.8428757,8,18
"At the store, she bought some black pens and some red lipstick that looked nice.",329,True,LC,At,the,"store,",she,bought,some,black,pens,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,5.9493065,0.0026076483,13.795061,1.02066e-06,0.7213921757779922,0.8045104666483954,5.916998,11.8428757,8,18
I had to go inside because the jackhammer was very loud and annoying.,330,False,HC,I,had,to,go,inside,because,the,jackhammer,was,very,loud,and,annoying.,,,,12,loud,11,2.62325,0.072566636,9.127893,0.000108594104,0.696145957177302,0.8163867005929696,4.8143897,12.364841600000002,4,16
The kid who was playing on the playground was very loud and annoying.,331,False,MC,The,kid,who,was,playing,on,the,playground,was,very,loud,and,annoying.,,,,12,loud,11,4.454276,0.011628735,11.141571,1.4496968e-05,0.8418484649829443,0.8889300251484276,4.8143897,12.364841600000002,4,16
"She saw her coworker at the bar, who was very loud and annoying.",332,False,LC,She,saw,her,coworker,at,the,"bar,",who,was,very,loud,and,annoying.,,,,12,loud,11,5.025787,0.0065664174,12.597746,3.3796248e-06,0.862748252758364,0.8720314670163002,4.8143897,12.364841600000002,4,16
"He didn't eat breakfast, and he forgot to pack his lunch and his thermos.",333,False,HC,He,didn't,eat,"breakfast,",and,he,forgot,to,pack,his,lunch,and,his,thermos.,,,21,lunch,11,2.6880739,0.06801181,9.069244,0.00011515352,0.2838758839266668,0.6421830982259452,4.8384857,8.9696122,5,11
"For the student's daytrip, he had forgotten to bring his lunch and his thermos.",334,False,MC,For,the,student's,"daytrip,",he,had,forgotten,to,bring,his,lunch,and,his,thermos.,,,21,lunch,11,5.1158967,0.0060005947,11.508549,1.0043863e-05,0.7354798909943137,0.8136849995411013,4.8384857,8.9696122,5,11
He was late because he had to pick up his lunch and his thermos.,335,False,LC,He,was,late,because,he,had,to,pick,up,his,lunch,and,his,thermos.,,,21,lunch,11,6.1538434,0.0021252977,12.583045,3.4296752e-06,0.7520503010145165,0.7606291503757012,4.8384857,8.9696122,5,11
The gentleman lit the candle using a single match which was surprising.,336,True,HC,The,gentleman,lit,the,candle,using,a,single,match,which,was,surprising.,,,,,148,match,9,6.578661,0.001389709,13.979173,8.490288e-07,0.7955781503770196,0.9125201796866244,4.114957,9.0285575,5,13
The forest fire was started by a single match which was surprising.,337,True,MC,The,forest,fire,was,started,by,a,single,match,which,was,surprising.,,,,,148,match,9,8.57013,0.00018968793,15.869847,1.2817782e-07,0.8452827253636152,0.942546916010214,4.114957,9.0285575,5,13
None of the man's coworkers had a single match which was surprising.,338,True,LC,None,of,the,man's,coworkers,had,a,single,match,which,was,surprising.,,,,,148,match,9,7.2935157,0.0006799334,16.205658,9.161618e-08,0.8452827253636152,0.9587804317574244,4.114957,9.0285575,5,13
Ben was great at remembering numbers because he had a good memory since childhood.,339,False,HC,Ben,was,great,at,remembering,numbers,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,1.5920618,0.2035056,14.124201,7.344082e-07,0.5510319003544484,0.8633486576065109,4.2633405,13.1881337,6,21
Ben always did well in Biology because he had a good memory since childhood.,340,False,MC,Ben,always,did,well,in,Biology,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,5.169285,0.0056886356,18.402336,1.0185139e-08,0.8591255458393983,0.9420356226180292,4.2633405,13.1881337,6,21
Ben was always an excellent employee because he had a good memory since childhood.,341,False,LC,Ben,was,always,an,excellent,employee,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,5.92478,0.002672396,20.107067,1.8518752e-09,0.8591255458393983,0.9433819486883188,4.2633405,13.1881337,6,21
The dairy cow produced a lot of milk that looks fresh.,342,False,HC,The,dairy,cow,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,1.1937592,0.30307978,12.116072,5.4708767e-06,0.2611299304581039,0.6115582190115971,4.723576,10.609008600000001,4,13
The large jug held a lot of milk that looks fresh.,343,False,MC,The,large,jug,held,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,6.425814,0.0016192144,19.544266,3.2511218e-09,0.6370390782119801,0.8468027929643178,4.723576,10.609008600000001,4,13
The local farmers produced a lot of milk that looks fresh.,344,False,LC,The,local,farmers,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,4.1441193,0.015857397,14.635796,4.4030614e-07,0.6915294614384604,0.8319792442138246,4.723576,10.609008600000001,4,13
The hikers climbed to the summit of the mountain in the Adirondacks.,345,True,HC,The,hikers,climbed,to,the,summit,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,2.6847172,0.06824049,7.41608,0.0006015024,0.5368105797631701,0.5844683287892294,4.714014,7.799430399999999,8,13
The couple camped near the side of the mountain in the Adirondacks.,346,True,MC,The,couple,camped,near,the,side,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,4.792063,0.008295325,8.134268,0.00029331373,0.7213235702618919,0.8664965166279626,4.714014,7.799430399999999,8,13
The scholars learned about the history of the mountain in the Adirondacks.,347,True,LC,The,scholars,learned,about,the,history,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,8.073437,0.00031171017,13.315458,1.6488075e-06,0.9082485259001234,0.9735161472367632,4.714014,7.799430399999999,8,13
"After the body was discovered, our neighbor was arrested for murder and arson.",348,False,HC,After,the,body,was,"discovered,",our,neighbor,was,arrested,for,murder,and,arson.,,,,208,murder,11,3.6828744,0.025150577,11.747518,7.908934e-06,0.5060176224180268,0.8135794842164913,4.3893523,12.471540099999999,6,15
Our son was innocent and shouldn't have been arrested for murder and arson.,349,False,MC,Our,son,was,innocent,and,shouldn't,have,been,arrested,for,murder,and,arson.,,,,208,murder,11,4.1277804,0.016118616,13.704956,1.1168972e-06,0.5060176224180268,0.7077507527861421,4.3893523,12.471540099999999,6,15
"When the building burned down, the man was arrested for murder and arson.",350,False,LC,When,the,building,burned,"down,",the,man,was,arrested,for,murder,and,arson.,,,,208,murder,11,4.940503,0.0071509997,12.293804,4.580034e-06,0.5060176224180268,0.8141699352215024,4.3893523,12.471540099999999,6,15
"Before the weight lifting tournament, he needed to build some muscle real fast.",351,False,HC,Before,the,weight,lifting,"tournament,",he,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11,0.81008613,0.44481975,13.423768,1.4795567e-06,0.5817255747286081,0.7950038479238138,4.744482,13.395005399999999,6,15
The head of the cheerleading squad needed to build some muscle real fast.,352,False,MC,The,head,of,the,cheerleading,squad,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11,3.590421,0.027586715,17.28567,3.111209e-08,0.8325474727496972,0.8779261499283368,4.744482,13.395005399999999,6,15
"After arriving at the campus, he wanted to build some muscle real fast.",353,False,LC,After,arriving,at,the,"campus,",he,wanted,to,build,some,muscle,real,fast.,,,,53,muscle,11,6.4147763,0.001637186,20.22187,1.6510235e-09,0.8325474727496972,0.9895598839987112,4.744482,13.395005399999999,6,15
"The burgers were messy, so he made sure to grab a napkin made of linen.",354,True,HC,The,burgers,were,"messy,",so,he,made,sure,to,grab,a,napkin,made,of,linen.,,34,napkin,12,5.5086803,0.00405145,14.491988,5.0840464e-07,0.8227246969410771,0.8709333214813497,6.276809,11.0403512,6,12
"At the diner, the waitress had forgotten to bring him a napkin made of linen.",355,True,MC,At,the,"diner,",the,waitress,had,forgotten,to,bring,him,a,napkin,made,of,linen.,,34,napkin,12,5.305804,0.004962708,13.791258,1.0245492e-06,0.7284494272158579,0.817917865754064,6.276809,11.0403512,6,12
When he was walking past the kitchen he accidentally dropped a napkin made of linen.,356,True,LC,When,he,was,walking,past,the,kitchen,he,accidentally,dropped,a,napkin,made,of,linen.,,34,napkin,12,6.354745,0.0017384787,15.148912,2.6357907e-07,0.770519202493271,0.8964180411234486,6.276809,11.0403512,6,12
They had to walk single file because the path was too narrow and cramped.,357,False,HC,They,had,to,walk,single,file,because,the,path,was,too,narrow,and,cramped.,,,108,narrow,12,1.3692181,0.25430572,11.515893,9.970368e-06,0.6912263469594107,0.8358086209872186,4.7061334,13.2934343,6,17
They decided to use the elevator because the stairwell was too narrow and cramped.,358,False,MC,They,decided,to,use,the,elevator,because,the,stairwell,was,too,narrow,and,cramped.,,,108,narrow,12,2.3241076,0.09787074,11.963806,6.3706684e-06,0.7493278814209047,0.8794128172336009,4.7061334,13.2934343,6,17
They decided not to go rafting because the river was too narrow and cramped.,359,False,LC,They,decided,not,to,go,rafting,because,the,river,was,too,narrow,and,cramped.,,,108,narrow,12,3.1577682,0.04252053,14.340243,5.9171344e-07,0.7136759297325526,0.84218379944673,4.7061334,13.2934343,6,17
"Of all the animals, the giraffe is known for its long neck and distinctive colors.",360,False,HC,Of,all,the,"animals,",the,giraffe,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,3.433911,0.03226052,10.4115305,3.0083596e-05,0.7481349512922297,0.8669900091904441,4.843336,11.5679375,4,18
"Of all the animals, the flamingo is known for its long neck and distinctive colors.",361,False,MC,Of,all,the,"animals,",the,flamingo,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,4.252034,0.014235247,11.756987,7.834397e-06,0.7481349512922297,0.9028150242817958,4.843336,11.5679375,4,18
"Of all the animals, the peacock is known for its long neck and distinctive colors.",362,False,LC,Of,all,the,"animals,",the,peacock,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,3.7064722,0.024564028,10.937578,1.7777478e-05,0.7481349512922297,0.871367785979148,4.843336,11.5679375,4,18
She couldn't get the thread through the eye of the needle while quilting.,363,True,HC,She,couldn't,get,the,thread,through,the,eye,of,the,needle,while,quilting.,,,,193,needle,11,1.8844355,0.15191479,22.270906,2.1274935e-10,0.7003135590395448,0.8514336171111145,5.3361073,16.2259572,6,20
The woman accidentally poked herself with the tip of the needle while quilting.,364,True,MC,The,woman,accidentally,poked,herself,with,the,tip,of,the,needle,while,quilting.,,,,193,needle,11,4.941897,0.0071410397,23.53494,6.010424e-11,0.5692271657715244,0.7330198960401026,5.3361073,16.2259572,6,20
During arts and crafts she broke the tip of the needle while quilting.,365,True,LC,During,arts,and,crafts,she,broke,the,tip,of,the,needle,while,quilting.,,,,193,needle,11,4.782409,0.008375796,22.677134,1.4172485e-10,0.5692271657715244,0.8008833311822116,5.3361073,16.2259572,6,20
"Before laying its eggs, the robin had to build a nest made of twigs.",366,True,HC,Before,laying,its,"eggs,",the,robin,had,to,build,a,nest,made,of,twigs.,,,207,nest,11,1.0850049,0.33790013,9.426276,8.05787e-05,0.5407148457999333,0.7001376554382499,5.3827252,10.146267400000001,4,10
"Up in the poplar tree, the stray cat found a nest made of twigs.",367,True,MC,Up,in,the,poplar,"tree,",the,stray,cat,found,a,nest,made,of,twigs.,,,207,nest,11,3.8776767,0.020698858,10.547813,2.6250818e-05,0.6584570939677108,0.7763212422109123,5.3827252,10.146267400000001,4,10
"While cleaning up outside, Jerry had to throw away a nest made of twigs.",368,True,LC,While,cleaning,up,"outside,",Jerry,had,to,throw,away,a,nest,made,of,twigs.,,,207,nest,11,8.884236,0.00013855594,16.478317,6.9752176e-08,0.8069236324848054,0.905543839375993,5.3827252,10.146267400000001,4,10
The volleyball shot barely made it over the net in the high school gym.,369,True,HC,The,volleyball,shot,barely,made,it,over,the,net,in,the,high,school,gym.,,,54,net,9,2.4990394,0.082163885,7.344446,0.0006461711,0.8492658807320081,0.8805121168012978,4.3748984,7.4603148,3,8
The referee saw the ball roll under the net in the high school gym.,370,True,MC,The,referee,saw,the,ball,roll,under,the,net,in,the,high,school,gym.,,,54,net,9,3.6252904,0.02664136,8.418619,0.00022071922,0.7916270180779786,0.8928735874843053,4.3748984,7.4603148,3,8
Samantha and Karen suspected it was under the net in the high school gym.,371,True,LC,Samantha,and,Karen,suspected,it,was,under,the,net,in,the,high,school,gym.,,,54,net,9,8.379687,0.0002294817,15.049573,2.9110757e-07,0.9931634795942176,1.0457039152286878,4.3748984,7.4603148,3,8
"Because they are nocturnal creatures, all bats hunt at night in the city.",372,False,HC,Because,they,are,nocturnal,"creatures,",all,bats,hunt,at,night,in,the,city.,,,,184,night,10,0.21536337,0.8062484,5.625192,0.00360587,0.6664700718896877,0.8479056430916112,3.885609,6.9710254,5,10
"To keep their relationship secret, they usually meet at night in the city.",373,False,MC,To,keep,their,relationship,"secret,",they,usually,meet,at,night,in,the,city.,,,,184,night,10,4.2489114,0.014279771,8.599358,0.0001842241,0.8321465607558475,0.9387803798296022,3.885609,6.9710254,5,10
The student was going to get her degree at night in the city.,374,False,LC,The,student,was,going,to,get,her,degree,at,night,in,the,city.,,,,184,night,10,7.476923,0.00056599634,12.566712,3.4861507e-06,0.7749041405909096,0.9197233750147974,3.885609,6.9710254,5,10
Jack forgot about the cookies baking in the oven at home.,375,True,HC,Jack,forgot,about,the,cookies,baking,in,the,oven,at,home.,,,,,,86,oven,9,1.6228353,0.1973384,9.989969,4.5857618e-05,0.3984355381726464,0.7376349079111759,5.211339,11.9012511,4,11
Jack remembered that he left something in the oven at home.,376,True,MC,Jack,remembered,that,he,left,something,in,the,oven,at,home.,,,,,,86,oven,9,5.926706,0.0026672538,13.930895,8.9102366e-07,0.8997193302147801,0.9556258402871144,5.211339,11.9012511,4,11
Jack remembered that he needed to clean the oven at home.,377,True,LC,Jack,remembered,that,he,needed,to,clean,the,oven,at,home.,,,,,,86,oven,9,6.5020266,0.0015003955,14.475197,5.170135e-07,0.7607951199457772,0.9093472149690552,5.211339,11.9012511,4,11
The heroin addict died of an overdose in the motel room.,378,False,HC,The,heroin,addict,died,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,0.3085844,0.734486,5.28438,0.005070175,0.4228349203880043,0.5694846979781256,5.4434247,8.5288411,8,13
They used naloxone to treat an overdose in the motel room.,379,False,MC,They,used,naloxone,to,treat,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,3.863034,0.021004176,9.475915,7.667652e-05,0.5328068089645441,0.7334347310912364,5.4434247,8.5288411,8,13
The celebrity showed signs of an overdose in the motel room.,380,False,LC,The,celebrity,showed,signs,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,6.8381176,0.0010721197,11.7078905,8.228634e-06,0.8162999180657335,0.8576402564695088,5.4434247,8.5288411,8,13
The artist dipped her brush into a fresh can of paint for the mural.,381,True,HC,The,artist,dipped,her,brush,into,a,fresh,can,of,paint,for,the,mural.,,,110,paint,11,4.7932568,0.008285429,10.467413,2.8448561e-05,0.567510305670063,0.7676810280066553,4.709495,8.0845368,5,11
At Home Depot they didn't sell the right kind of paint for the mural.,382,True,MC,At,Home,Depot,they,didn't,sell,the,right,kind,of,paint,for,the,mural.,,,110,paint,11,6.657596,0.0012842298,11.136158,1.4575654e-05,0.8301883354259492,0.885025054011489,4.709495,8.0845368,5,11
Erica had always wanted to try a new type of paint for the mural.,383,True,LC,Erica,had,always,wanted,to,try,a,new,type,of,paint,for,the,mural.,,,110,paint,11,6.433109,0.0016074458,12.803415,2.7513597e-06,0.8095552172801921,0.9099697802168571,4.709495,8.0845368,5,11
The student opened his notebook and pulled out a piece of paper for taking notes.,384,False,HC,The,student,opened,his,notebook,and,pulled,out,a,piece,of,paper,for,taking,notes.,,72,paper,12,0.4310691,0.649814,13.569459,1.2789656e-06,0.63474408265515,0.7946136917934682,4.1279387,9.877428,5,14
"In all his chemistry classes, the student used a lot of paper for taking notes.",385,False,MC,In,all,his,chemistry,"classes,",the,student,used,a,lot,of,paper,for,taking,notes.,,72,paper,12,7.390747,0.0006169349,19.424553,3.664577e-09,0.7839522661362904,0.8568661860931394,4.1279387,9.877428,5,14
The two researchers working in the clinical program needed lots of paper for taking notes.,386,False,LC,The,two,researchers,working,in,the,clinical,program,needed,lots,of,paper,for,taking,notes.,,72,paper,12,6.9063225,0.0010014338,19.939592,2.1895006e-09,0.8044133823709152,0.9079937078665954,4.1279387,9.877428,5,14
"For my mother's birthday, we threw a huge party that made the neighbors angry.",387,False,HC,For,my,mother's,"birthday,",we,threw,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,0.25509265,0.7748447,9.641243,6.499222e-05,0.6125921399126657,0.8596744408271203,3.784909,8.9176342,5,13
"On the last day, there was a huge party that made the neighbors angry.",388,False,MC,On,the,last,"day,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,4.7807684,0.00838955,13.88998,9.282355e-07,0.8326896965521839,0.8806942996638321,3.784909,8.9176342,5,13
"Right beside the lake, there was a huge party that made the neighbors angry.",389,False,LC,Right,beside,the,"lake,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,8.072125,0.0003121192,17.243977,3.243666e-08,0.8479831998133313,0.9533258147312748,3.784909,8.9176342,5,13
The website login asks for my username and password at some point.,390,False,HC,The,website,login,asks,for,my,username,and,password,at,some,point.,,,,,119,password,9,0.15745571,0.8543146,11.27273,1.2714978e-05,0.2465115441851022,0.5287205445305523,4.913202,10.157172599999999,8,14
Tim had forgotten his mother's email address and password at some point.,391,False,MC,Tim,had,forgotten,his,mother's,email,address,and,password,at,some,point.,,,,,119,password,9,6.3439727,0.0017573071,14.707327,4.0991054e-07,0.5401072323264109,0.7822646831137445,4.913202,10.157172599999999,8,14
Tim's classmate tried to steal his phone and password at some point.,392,False,LC,Tim's,classmate,tried,to,steal,his,phone,and,password,at,some,point.,,,,,119,password,9,7.6416793,0.00048002167,17.928835,1.635332e-08,0.731696514782723,0.8610493680361633,4.913202,10.157172599999999,8,14
"In the story, the wolf chased the three little pigs behind the house.",393,False,HC,In,the,"story,",the,wolf,chased,the,three,little,pigs,behind,the,house.,,,,23,pigs,10,5.2592273,0.0051993206,12.315802,4.4803846e-06,0.7411977335743074,0.8539616782323497,5.3839927,10.3895949,4,13
The farmer was raising cows and lots of little pigs behind the house.,394,False,MC,The,farmer,was,raising,cows,and,lots,of,little,pigs,behind,the,house.,,,,23,pigs,10,3.7025082,0.024661593,12.559383,3.5117946e-06,0.2991702016145253,0.6970873069710342,5.3839927,10.3895949,4,13
"Bill checked outside, but he didn't see the little pigs behind the house.",395,False,LC,Bill,checked,"outside,",but,he,didn't,see,the,little,pigs,behind,the,house.,,,,23,pigs,10,8.703642,0.00016598022,15.681713,1.5471005e-07,0.8647106889433602,0.9520957142662596,5.3839927,10.3895949,4,13
The tooth fairy was supposed to leave money under her pillow in the bedroom.,396,True,HC,The,tooth,fairy,was,supposed,to,leave,money,under,her,pillow,in,the,bedroom.,,,52,pillow,11,2.5258,0.07999429,6.8080044,0.0011048956,0.8280471814183682,0.9094168925888074,5.7185345,8.8039509,6,11
My cousin usually kept her phone plugged in under her pillow in the bedroom.,397,True,MC,My,cousin,usually,kept,her,phone,plugged,in,under,her,pillow,in,the,bedroom.,,,52,pillow,11,2.479831,0.08375738,6.993222,0.0009180835,0.9000908898987766,0.9286604504334736,5.7185345,8.8039509,6,11
"When her wallet was missing, she found it under her pillow in the bedroom.",398,True,LC,When,her,wallet,was,"missing,",she,found,it,under,her,pillow,in,the,bedroom.,,,52,pillow,11,4.408824,0.012169481,7.7970605,0.00041094117,0.7980386448738319,0.8801835575950844,5.7185345,8.8039509,6,11
"On the plane, Timmy went up to the cockpit to meet the pilot and copilot.",399,True,HC,On,the,"plane,",Timmy,went,up,to,the,cockpit,to,meet,the,pilot,and,copilot.,,26,pilot,13,1.414214,0.24311662,13.6663685,1.1608379e-06,0.5462571806353405,0.7632806562227896,4.5956626,14.1130771,5,16
"When they arrived at their destination, the passengers got to meet the pilot and copilot.",400,True,MC,When,they,arrived,at,their,"destination,",the,passengers,got,to,meet,the,pilot,and,copilot.,,26,pilot,13,5.906253,0.0027223688,17.10407,3.730753e-08,0.7495447727196969,0.8774878807475066,4.5956626,14.1130771,5,16
"When we were told we had to evacuate, we listened to the pilot and copilot.",401,True,LC,When,we,were,told,we,had,to,"evacuate,",we,listened,to,the,pilot,and,copilot.,,26,pilot,13,7.784932,0.00041595555,21.721842,3.684037e-10,0.8240376004177824,0.876248842422047,4.5956626,14.1130771,5,16
"The airport was crowded, and the passengers couldn't board the plane on the runway.",402,False,HC,The,airport,was,"crowded,",and,the,passengers,couldn't,board,the,plane,on,the,runway.,,,62,plane,11,0.9326023,0.3935283,8.6378975,0.0001772592,0.5306818964655163,0.7219080613613693,4.4997277,7.9576655,5,10
"After a three hour wait, the passengers could see the plane on the runway.",403,False,MC,After,a,three,hour,"wait,",the,passengers,could,see,the,plane,on,the,runway.,,,62,plane,11,3.9465108,0.019322002,9.225611,9.848456e-05,0.5525181390904343,0.8650806449371197,4.4997277,7.9576655,5,10
"After a three hour wait, the men could see the plane on the runway.",404,False,LC,After,a,three,hour,"wait,",the,men,could,see,the,plane,on,the,runway.,,,62,plane,11,6.6002746,0.0013599946,11.802054,7.4891564e-06,0.9108089990787668,0.9483920901084884,4.4997277,7.9576655,5,10
The king died because the assassin filled his cup with poison last night.,405,False,HC,The,king,died,because,the,assassin,filled,his,cup,with,poison,last,night.,,,,214,poison,11,2.9465177,0.052522287,13.258268,1.7458511e-06,0.7078724994580476,0.8763448345364757,5.1810646,12.690920599999998,6,16
They were finally able to solve the mouse problem with poison last night.,406,False,MC,They,were,finally,able,to,solve,the,mouse,problem,with,poison,last,night.,,,,214,poison,11,10.54336,2.636799e-05,23.128588,9.023644e-11,0.8627571264966409,0.9671888754687542,5.1810646,12.690920599999998,6,16
The small dagger that the soldier carried was covered with poison last night.,407,False,LC,The,small,dagger,that,the,soldier,carried,was,covered,with,poison,last,night.,,,,214,poison,11,6.1476083,0.0021385907,19.033684,5.417216e-09,0.6936914173916193,0.8687087858533862,5.1810646,12.690920599999998,6,16
The gym won't let me swim in their heated pool after nightfall.,408,False,HC,The,gym,won't,let,me,swim,in,their,heated,pool,after,nightfall.,,,,,93,pool,10,1.685599,0.18533339,15.639702,1.6134807e-07,0.4984856495040153,0.7051176510272805,4.5970497,14.394321900000001,4,19
They needed to add more water to the heated pool after nightfall.,409,False,MC,They,needed,to,add,more,water,to,the,heated,pool,after,nightfall.,,,,,93,pool,10,3.7883117,0.022633782,17.71264,2.0300085e-08,0.5613984872714085,0.750818073501031,4.5970497,14.394321900000001,4,19
The men said that I shouldn't approach the heated pool after nightfall.,410,False,LC,The,men,said,that,I,shouldn't,approach,the,heated,pool,after,nightfall.,,,,,93,pool,10,8.360201,0.00023399733,22.038475,2.6841818e-10,0.5613984872714085,0.9281655214664798,4.5970497,14.394321900000001,4,19
She added chives and sour cream to the baked potato that looked delicious.,411,True,HC,She,added,chives,and,sour,cream,to,the,baked,potato,that,looked,delicious.,,,,121,potato,10,3.3964236,0.03349284,14.414497,5.4936794e-07,0.3888606972144872,0.5612287353709052,5.284675,11.2105527,6,16
He opened up the oven to remove the baked potato that looked delicious.,412,True,MC,He,opened,up,the,oven,to,remove,the,baked,potato,that,looked,delicious.,,,,121,potato,10,3.0841262,0.045770008,13.584193,1.2602591e-06,0.3888606972144872,0.712838788174482,5.284675,11.2105527,6,16
The waiter recommended the seafood linguini or the baked potato that looked delicious.,413,True,LC,The,waiter,recommended,the,seafood,linguini,or,the,baked,potato,that,looked,delicious.,,,,121,potato,10,1.9812369,0.13789856,13.932852,8.892817e-07,0.3888606972144872,0.6603260745688238,5.284675,11.2105527,6,16
The parents of the awarded athlete felt very proud of his hard work.,414,False,HC,The,parents,of,the,awarded,athlete,felt,very,proud,of,his,hard,work.,,,,15,proud,9,4.479366,0.011340603,8.495533,0.00020437929,0.8205535617062412,0.8453181057235988,4.4472337,8.5418472,5,10
The owner of the Italian restaurant felt very proud of his hard work.,415,False,MC,The,owner,of,the,Italian,restaurant,felt,very,proud,of,his,hard,work.,,,,15,proud,9,4.182092,0.015266534,6.2485714,0.0019332139,0.8420857834071239,0.8930305848422142,4.4472337,8.5418472,5,10
"After his final chemo treatment, he felt very proud of his hard work.",416,False,LC,After,his,final,chemo,"treatment,",he,felt,very,proud,of,his,hard,work.,,,,15,proud,9,5.3624725,0.004689297,7.4785376,0.00056508323,0.8420857834071239,0.994849493941204,4.4472337,8.5418472,5,10
The water from her umbrella collected in a big puddle on the floor.,417,True,HC,The,water,from,her,umbrella,collected,in,a,big,puddle,on,the,floor.,,,,145,puddle,10,5.069184,0.0062875496,8.056554,0.00031701743,0.6416072317272054,0.821223412592399,6.127984,9.5859218,6,11
The steam from her shower collected in a big puddle on the floor.,418,True,MC,The,steam,from,her,shower,collected,in,a,big,puddle,on,the,floor.,,,,145,puddle,10,5.574781,0.0037923062,8.282081,0.00025301022,0.744501742631053,0.861444430904265,6.127984,9.5859218,6,11
The drinks that they didn't finish made a big puddle on the floor.,419,True,LC,The,drinks,that,they,didn't,finish,made,a,big,puddle,on,the,floor.,,,,145,puddle,10,11.815138,7.3918104e-06,14.854133,3.5394206e-07,0.924058481100732,0.964174708603206,6.127984,9.5859218,6,11
"When the paramedic arrived, he checked the victim's wrist for a pulse and called 911.",420,False,HC,When,the,paramedic,"arrived,",he,checked,the,victim's,wrist,for,a,pulse,and,called,911.,,45,pulse,12,1.7831585,0.16810633,7.299638,0.0006757835,0.8307112113147037,0.8979556543802983,5.305851,10.3517677,5,14
"When the expert arrived, he immediately checked the woman for a pulse and called 911.",421,False,MC,When,the,expert,"arrived,",he,immediately,checked,the,woman,for,a,pulse,and,called,911.,,45,pulse,12,2.6605854,0.069907285,8.282749,0.00025284113,0.7979435102549471,0.9297918343305848,5.305851,10.3517677,5,14
"When the detective arrived at the scene, he looked for a pulse and called 911.",422,False,LC,When,the,detective,arrived,at,the,"scene,",he,looked,for,a,pulse,and,called,911.,,45,pulse,12,6.6258006,0.0013257186,13.775452,1.0408721e-06,0.8795379680969717,0.9367373963342632,5.305851,10.3517677,5,14
"For Halloween, they were carving a large pumpkin at the Farmer's market.",423,True,HC,For,"Halloween,",they,were,carving,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8,4.1873965,0.01518577,9.209192,0.00010011488,0.5632939880769746,0.658469271073546,5.4880605,9.1724654,7,12
"For the pie, they bought a large pumpkin at the Farmer's market.",424,True,MC,For,the,"pie,",they,bought,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8,6.2247915,0.0019797364,12.830484,2.6778819e-06,0.4533484712826745,0.7069727581070675,5.4880605,9.1724654,7,12
"Before the party, they bought a large pumpkin at the Farmer's market.",425,True,LC,Before,the,"party,",they,bought,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8,8.493678,0.00020475875,13.954624,8.7012916e-07,0.8027966539176333,0.8400810128645755,5.4880605,9.1724654,7,12
He liked to study in the library because it was very quiet and peaceful.,426,False,HC,He,liked,to,study,in,the,library,because,it,was,very,quiet,and,peaceful.,,,218,quiet,12,2.2896526,0.10130165,8.354151,0.00023541732,0.8802951143901598,0.9516443516039068,4.6813545,12.366464,5,17
The group of people sitting in the concert hall was very quiet and peaceful.,427,False,MC,The,group,of,people,sitting,in,the,concert,hall,was,very,quiet,and,peaceful.,,,218,quiet,12,3.5679421,0.028213855,11.214254,1.3480661e-05,0.7349468327425861,0.8690041879542205,4.6813545,12.366464,5,17
